data,fold,depth,min_samples_leaf,min_samples_split,prediction_method,prediction_method_leaf,evaluation_method,mse,mse gap,nof_infeasibilities,training_duration,use_brute_force,use_hashmaps,use_initial_solution,RF_n_estimators
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,0,5,5,10,sklearn,sklearn,sklearn,0.5764013765212666,0.0,100,0.015984773635864258,,,,
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,0,5,5,10,preprop_sklearn,preprop_sklearn,preprop_sklearn,0.5816711103452427,0.00914247265643315,0,0.0,,,,
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,0,5,5,10,mean,optimal,mse,0.5633597747611649,-0.02262590321836338,0,0.3738586902618408,True,True,False,
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,0,5,5,10,mean,optimal,mse,0.49108071918944896,-0.14802299371099725,0,5.460565567016602,True,True,False,20.0
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,0,5,5,10,mean,optimal,mse,0.5578390271942612,-0.03220386016257291,0,5.113285541534424,True,True,False,20.0
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,1,5,5,10,sklearn,sklearn,sklearn,0.5168557561799163,0.0,100,0.0,,,,
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,1,5,5,10,preprop_sklearn,preprop_sklearn,preprop_sklearn,0.4824305638148957,-0.06660502848891034,0,0.0,,,,
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,1,5,5,10,mean,optimal,mse,0.4835378523738815,-0.06446267340096506,0,0.3690507411956787,True,True,False,
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,1,5,5,10,mean,optimal,mse,0.4145332345705509,-0.19797113679381595,0,5.216549634933472,True,True,False,20.0
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,1,5,5,10,mean,optimal,mse,0.45113152048520355,-0.1271616595324021,0,5.318291187286377,True,True,False,20.0
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,2,5,5,10,sklearn,sklearn,sklearn,0.643227875018966,0.0,100,0.0,,,,
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,2,5,5,10,preprop_sklearn,preprop_sklearn,preprop_sklearn,0.5658287966679962,-0.12032917315451798,0,0.0,,,,
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,2,5,5,10,mean,optimal,mse,0.6407176314569405,-0.003902572726580831,0,0.3629636764526367,True,True,False,
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,2,5,5,10,mean,optimal,mse,0.44622023851968723,-0.3062796936365202,0,5.435520172119141,True,True,False,20.0
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,2,5,5,10,mean,optimal,mse,0.47753031009329866,-0.25760320931486635,0,5.219945430755615,True,True,False,20.0
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,3,5,5,10,sklearn,sklearn,sklearn,0.630604656502489,0.0,100,0.0020074844360351562,,,,
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,3,5,5,10,preprop_sklearn,preprop_sklearn,preprop_sklearn,0.5812370810397075,-0.07828609407451564,0,0.003748655319213867,,,,
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,3,5,5,10,mean,optimal,mse,0.6043041123530326,-0.041706866383332146,0,0.3445155620574951,True,True,False,
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,3,5,5,10,mean,optimal,mse,0.5056540485715825,-0.19814412507499987,0,5.866371393203735,True,True,False,20.0
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,3,5,5,10,mean,optimal,mse,0.5540680948005682,-0.12137011820752186,0,8.824300527572632,True,True,False,20.0
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,4,5,5,10,sklearn,sklearn,sklearn,0.49093461731573473,0.0,100,0.00951695442199707,,,,
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,4,5,5,10,preprop_sklearn,preprop_sklearn,preprop_sklearn,0.49512823016349594,0.008542100515727473,0,0.009114265441894531,,,,
synthetic_manifold_df_size_500_targets_5_features_6_seed_0,4,5,5,10,mean,optimal,mse,0.4603142430275737,-0.062371593300107775,0,0.512383222579956,True,True,False,
