data,fold,depth,min_samples_leaf,min_samples_split,prediction_method,prediction_method_leaf,evaluation_method,mse,mse gap,nof_infeasibilities,training_duration,use_brute_force,use_hashmaps,use_initial_solution,RF_n_estimators
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,0,5,5,10,sklearn,sklearn,sklearn,0.6623012992966244,0.0,200,0.009505987167358398,,,,
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,0,5,5,10,mean,optimal,mse,0.6979774661179208,0.053866973927402965,0,0.7212412357330322,True,True,False,
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,0,5,5,10,mean,optimal,mse,0.6151749002604071,-0.07115552858837262,0,11.130430459976196,True,True,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,0,5,5,10,optimal,optimal,mse,0.6798041501473782,0.02642732374123695,0,24.62229609489441,True,True,False,
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,0,5,5,10,optimal,optimal,mse,0.6076700367927677,-0.08248702299372825,0,389.4096784591675,True,True,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,0,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.6798041502841388,0.02642732394772998,0,235.7054271697998,False,False,False,
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,0,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.6081427502041861,-0.08177327924610092,0,3363.7997279167175,False,False,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,1,5,5,10,sklearn,sklearn,sklearn,0.7609315278357677,0.0,200,0.0,,,,
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,1,5,5,10,mean,optimal,mse,0.808413717269757,0.06240008160660338,0,0.708092451095581,True,True,False,
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,1,5,5,10,mean,optimal,mse,0.7008958568714406,-0.07889759954496797,0,13.091680765151978,True,True,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,1,5,5,10,optimal,optimal,mse,0.8285278303885077,0.08883362047699175,0,27.154182195663452,True,True,False,
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,1,5,5,10,optimal,optimal,mse,0.7048481024042198,-0.07370364267999209,0,509.58659648895264,True,True,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,1,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.8285278299604277,0.08883361991441811,0,213.67048716545105,False,False,False,
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,1,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.7045138345636895,-0.07414293035345855,0,3343.284588575363,False,False,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,2,5,5,10,sklearn,sklearn,sklearn,0.7312117106625282,0.0,200,0.0,,,,
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,2,5,5,10,mean,optimal,mse,0.7863898222014104,0.07546119780943746,0,0.8208692073822021,True,True,False,
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,2,5,5,10,mean,optimal,mse,0.6747903398095284,-0.07716147051567071,0,13.139663696289062,True,True,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,2,5,5,10,optimal,optimal,mse,0.7513950651062745,0.02760261378398712,0,28.58723521232605,True,True,False,
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,2,5,5,10,optimal,optimal,mse,0.6494231929350496,-0.11185340242071971,0,510.51221537590027,True,True,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,2,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.751395065332139,0.02760261409287774,0,229.2309854030609,False,False,False,
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,2,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.6497333471203628,-0.11142923773518398,0,3450.1460580825806,False,False,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,3,5,5,10,sklearn,sklearn,sklearn,0.8174620209923018,0.0,200,0.004843473434448242,,,,
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,3,5,5,10,mean,optimal,mse,0.8433157815401019,0.03162686447061686,0,1.023620843887329,True,True,False,
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,3,5,5,10,mean,optimal,mse,0.7343913176784623,-0.10162026024524236,0,12.011173009872437,True,True,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,3,5,5,10,optimal,optimal,mse,0.8697912037084894,0.06401420662046925,0,29.107754945755005,True,True,False,
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,3,5,5,10,optimal,optimal,mse,0.7243110430931712,-0.11395144423475038,0,508.1906228065491,True,True,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,3,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.869791203773949,0.06401420670054593,0,223.93810939788818,False,False,False,
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,3,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.72434762955859,-0.11390668806935152,0,3476.366545677185,False,False,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,4,5,5,10,sklearn,sklearn,sklearn,0.7609077882645596,0.0,200,0.001102447509765625,,,,
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,4,5,5,10,mean,optimal,mse,0.7587790785878685,-0.0027975921780826465,0,0.7187697887420654,True,True,False,
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,4,5,5,10,mean,optimal,mse,0.6679491868301316,-0.12216802465176936,0,12.579359531402588,True,True,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,4,5,5,10,optimal,optimal,mse,0.7449934181232665,-0.020914978643588145,0,27.7005455493927,True,True,False,
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,4,5,5,10,optimal,optimal,mse,0.6499929034062006,-0.14576652594308187,0,530.1429810523987,True,True,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,4,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.7449934182069435,-0.0209149785336181,0,217.72866415977478,False,False,False,
synthetic_manifold_df_size_1000_targets_5_features_9_seed_0,4,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.6514980099434398,-0.14378848529157023,0,2940.530235528946,False,False,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,0,5,5,10,sklearn,sklearn,sklearn,1.0373075087575798,0.0,200,0.016086101531982422,,,,
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,0,5,5,10,mean,optimal,mse,1.1054584482650454,0.06569984207392111,0,0.9499607086181641,True,True,False,
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,0,5,5,10,mean,optimal,mse,0.9915384250521887,-0.044122965773389984,0,15.002737283706665,True,True,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,0,5,5,10,optimal,optimal,mse,1.145217551493125,0.10402898062966205,0,38.754876136779785,True,True,False,
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,0,5,5,10,optimal,optimal,mse,0.9818777433552957,-0.05343619412210211,0,658.6893799304962,True,True,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,0,5,5,10,sing-depthMIP,sing-depthMIP,mse,1.1452175510106004,0.10402898016449172,0,340.7946479320526,False,False,False,
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,0,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.981089909660736,-0.05419569281261417,0,4944.1960978508,False,False,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,1,5,5,10,sklearn,sklearn,sklearn,0.9714671211196404,0.0,200,0.00602412223815918,,,,
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,1,5,5,10,mean,optimal,mse,1.04492902053063,0.07561954266277482,0,0.9675910472869873,True,True,False,
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,1,5,5,10,mean,optimal,mse,0.9419867531651477,-0.03034623335529446,0,14.112442970275879,True,True,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,1,5,5,10,optimal,optimal,mse,0.9953686498321535,0.024603538496460835,0,38.578946113586426,True,True,False,
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,1,5,5,10,optimal,optimal,mse,0.9023712901621928,-0.0711252387809203,0,707.0834457874298,True,True,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,1,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.988767455013474,0.017808460541510137,0,306.36803579330444,False,False,False,
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,1,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.9056506328852342,-0.06774957875934191,0,5175.800971031189,False,False,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,2,5,5,10,sklearn,sklearn,sklearn,1.1291499887548881,0.0,200,0.00104522705078125,,,,
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,2,5,5,10,mean,optimal,mse,1.2207190343848777,0.08109555554347798,0,0.9461081027984619,True,True,False,
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,2,5,5,10,mean,optimal,mse,1.0616302082103575,-0.059796998819425774,0,14.160796642303467,True,True,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,2,5,5,10,optimal,optimal,mse,1.2222742112620684,0.08247285430155134,0,36.67227554321289,True,True,False,
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,2,5,5,10,optimal,optimal,mse,1.0764535700064304,-0.04666910443542228,0,549.8810319900513,True,True,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,2,5,5,10,sing-depthMIP,sing-depthMIP,mse,1.2222742119808168,0.08247285493809069,0,335.71358704566956,False,False,False,
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,2,5,5,10,sing-depthMIP,sing-depthMIP,mse,1.0751877556495473,-0.04779013739781811,0,4830.906054019928,False,False,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,3,5,5,10,sklearn,sklearn,sklearn,1.1066627406816367,0.0,200,0.015697240829467773,,,,
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,3,5,5,10,mean,optimal,mse,1.1856326186099888,0.07135857657926702,0,0.915738582611084,True,True,False,
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,3,5,5,10,mean,optimal,mse,1.0831614262025084,-0.021236202878442363,0,14.256173849105835,True,True,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,3,5,5,10,optimal,optimal,mse,1.1726272443315762,0.05960669066106747,0,37.371612548828125,True,True,False,
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,3,5,5,10,optimal,optimal,mse,1.0946979093173144,-0.01081163296141402,0,552.5576910972595,True,True,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,3,5,5,10,sing-depthMIP,sing-depthMIP,mse,1.1726272444115802,0.059606690733360494,0,342.80913257598877,False,False,False,
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,3,5,5,10,sing-depthMIP,sing-depthMIP,mse,1.0899894028215762,-0.01506632259959414,0,4933.345502376556,False,False,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,4,5,5,10,sklearn,sklearn,sklearn,0.9055401951233744,0.0,200,0.005028963088989258,,,,
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,4,5,5,10,mean,optimal,mse,1.0536913275857178,0.1636052527101337,0,0.932075023651123,True,True,False,
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,4,5,5,10,mean,optimal,mse,0.9542624776173737,0.05380466019773008,0,14.220579147338867,True,True,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,4,5,5,10,optimal,optimal,mse,1.035268313366924,0.14326047473339934,0,37.93995237350464,True,True,False,
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,4,5,5,10,optimal,optimal,mse,0.9441889070627696,0.04268028315863944,0,551.3750813007355,True,True,False,20.0
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,4,5,5,10,sing-depthMIP,sing-depthMIP,mse,1.0261016900901958,0.1331376515543804,0,297.5724275112152,False,False,False,
synthetic_manifold_df_size_1000_targets_5_features_12_seed_0,4,5,5,10,sing-depthMIP,sing-depthMIP,mse,0.9397797815721305,0.037811227633126984,0,4853.225321769714,False,False,False,20.0
