X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,y1,y2,y3,y4,y5
0.5,0.0,0.3,0.3,0.7,0.9,0.3,0.5,0.2,0.4,0.7,0.6,-0.3040077642275938,1.1586059952192536,1.0139898813988366,-0.6826175328726471,-0.7926987543035507
0.8,0.8,1.0,0.1,0.6,0.7,0.7,0.8,0.1,0.5,0.9,0.8,-0.5840067107052346,1.797773239053848,1.600587598292568,4.780463863185577,4.374276707486684
0.9,0.4,0.3,0.0,0.3,0.5,0.0,0.2,0.3,0.8,0.1,0.3,1.1095014408087358,-0.30204781718545226,-0.30780933981933833,0.47494278136214274,0.23489650702126708
0.3,0.3,0.7,0.0,0.1,0.9,0.9,0.0,1.0,0.4,0.7,0.3,0.34069401719472137,0.6079535294077648,0.4466173986300545,2.6319153606401033,2.59528156091264
0.2,0.7,0.2,0.0,0.0,0.4,0.5,0.5,0.6,0.8,0.4,0.1,0.9540289654717009,0.15081942628726613,0.09979846329947967,0.8194530818236971,0.7891013087529771
0.4,0.9,1.0,1.0,0.8,0.1,0.1,0.7,0.9,0.9,0.3,0.6,-0.09977056783806448,1.2276958706822323,1.0596234394697899,3.9247063935052258,3.6710919688609445
0.7,0.2,0.0,0.3,0.5,0.9,1.0,0.4,0.4,0.6,0.4,0.4,-1.1938974513228573,2.3328403505340463,2.4536947690197155,0.31058067661086086,0.12321705234376773
0.3,0.4,0.4,0.8,0.4,0.3,1.0,0.7,0.5,0.5,0.0,0.1,-1.4717148357555037,2.460639489096257,2.371089461902579,3.596414194631214,3.334118648016597
0.5,0.9,0.3,0.0,0.5,0.0,0.1,0.2,0.4,0.2,0.0,0.3,1.23173128289907,-0.3636942363695576,-0.3643346199875539,0.42694235059995395,0.10250106027485725
0.2,1.0,0.0,0.7,0.5,0.9,0.0,1.0,0.2,1.0,0.7,0.2,-1.0167729472134182,2.2117442800294214,2.043884590930641,2.6673964755950252,2.305473606664205
0.9,0.2,0.3,0.3,0.2,0.3,0.4,0.1,0.2,0.9,1.0,0.1,1.1548210658582019,0.008811215188062799,-0.2704125364138898,-1.0019006685394294,-1.026498520033432
0.4,1.0,0.6,0.8,0.2,0.3,0.0,0.0,0.6,0.0,0.6,0.3,2.1124325351265654,-1.3157408302299989,-1.1819211772831215,2.741172572421163,2.6048077215694874
1.0,0.3,0.8,0.8,0.8,0.2,0.3,0.2,0.0,0.8,0.8,0.3,0.019054712140280025,0.8315704719742332,0.6696194921857446,1.569356132805723,1.4589598022523118
0.8,1.0,0.2,0.8,0.4,0.3,0.0,0.4,0.3,0.6,0.9,0.8,0.6633069255060725,0.3872788608561617,0.35028753743019736,2.9691061090252724,2.6306847128738116
0.0,0.8,0.5,0.9,0.0,0.9,0.6,0.5,0.3,0.1,0.8,0.0,-0.5340240560812861,1.4384373231291478,1.2913238409336374,2.8191322557918808,2.6503088956658574
0.4,0.9,0.6,0.5,0.7,0.8,0.8,0.9,0.2,0.8,0.6,0.6,-0.17402960421309582,1.1348568904252505,1.0180064818356742,3.2089018131709692,3.2550536150392104
0.9,0.1,0.6,0.8,0.8,0.3,0.2,0.3,1.0,0.6,0.3,0.6,-0.3614649612811896,1.2524721660819467,1.271297367311239,2.1912838799585237,1.8057998422703647
0.5,0.7,0.0,0.8,0.4,1.0,0.6,0.5,0.8,0.2,0.3,0.9,-0.8791131208777225,1.9000261555901625,1.7280795259806105,4.345977470007594,4.219651105285762
0.7,0.5,0.3,0.4,0.5,0.3,0.3,0.7,0.9,0.9,0.9,0.7,0.32844124229588667,0.6347702202504388,0.4026632931665123,3.4303266114661835,3.1449977726623906
0.3,1.0,0.2,0.3,0.9,1.0,0.7,0.7,0.5,0.1,0.2,0.2,-0.8161203770656046,1.6787449374938936,1.7002015162677813,2.8740457896332567,2.5481168443585993
0.8,0.1,0.5,0.8,0.4,0.0,0.2,0.5,0.5,0.0,0.8,0.1,-0.10244716049384167,0.9241231554143744,1.031487107710588,3.826528927242833,3.513463471563188
0.1,0.0,0.3,0.8,0.8,0.4,0.4,0.0,0.9,0.3,0.7,0.3,0.6013672327732558,0.4645779695128843,0.4584970095040368,0.9477739122873725,0.6489893315411318
0.2,0.1,0.1,0.2,0.1,0.4,0.2,0.5,0.5,0.5,0.2,0.5,0.11168013533551707,0.9184803476786503,0.793962851632532,-0.6179427797855213,-0.6910362988251461
0.7,0.7,0.6,0.1,0.6,0.7,0.2,0.3,0.1,0.9,0.5,0.9,-0.18694956616024214,1.157345585300284,1.0255781752644704,-0.1441833484485887,-0.5003821709587436
0.9,0.2,0.0,0.9,0.1,0.9,1.0,0.0,0.6,0.0,1.0,0.4,-0.25722551521982223,1.120920869912957,1.2688259006449525,4.181720421829797,3.883982794893659
0.8,0.4,0.3,0.3,0.8,0.8,0.7,0.0,0.3,0.8,0.7,0.7,-0.5342958709464236,1.4933407552730027,1.312492037585128,-0.711203087301826,-1.1032278010325454
1.0,0.1,0.8,0.4,0.7,0.0,0.4,0.9,0.0,1.0,0.6,0.4,-1.4106335876088434,2.2743265171350293,2.41049589482602,0.27033623300225335,0.07169462213397498
0.2,0.4,0.6,0.3,1.0,0.3,0.7,0.8,0.5,0.0,0.8,0.5,0.43347023800015544,0.5611481579526096,0.6628198590895988,2.0975740530244273,1.8385547641878817
0.4,0.7,1.0,1.0,0.4,0.1,0.3,0.3,0.9,0.2,0.5,0.2,0.8360070698886888,0.2324459034813697,-0.0045345269548063005,2.848996134040022,2.685500500901461
0.3,0.5,1.0,0.7,0.2,0.7,0.1,0.6,1.0,0.5,0.0,0.0,1.2718484876164176,-0.4561576825560706,-0.380610341790866,5.34422959429518,5.123499558924562
1.0,0.3,1.0,0.1,1.0,0.9,0.9,0.6,0.6,0.7,0.8,0.8,0.1542529032061125,0.8008734493895773,0.8114626604267211,5.441931208886595,5.2504835123831315
0.7,0.0,0.8,0.6,0.8,0.9,0.8,0.3,0.6,0.1,0.7,0.4,-0.986353141597605,1.8739923804125274,1.7942040715906762,3.299942074666551,3.3460051326773383
0.9,0.2,0.0,0.8,0.2,0.7,0.8,0.4,0.4,0.1,0.7,0.6,-1.46376307031097,2.1389956721774332,2.2427888601016903,2.7633703268478658,2.5924654358681507
0.9,0.4,0.1,0.5,0.9,0.7,0.1,0.3,0.5,0.7,0.3,0.6,0.22563029315866506,1.0166865061717316,0.9564858088739251,0.2662159262576894,0.0870534567694268
0.6,0.7,0.9,0.1,0.9,0.6,0.0,0.3,0.8,0.4,0.1,0.4,-0.5462488114264362,1.4482149888518103,1.2986014561829562,1.5853976355623818,1.5581848770517754
0.5,0.0,0.3,1.0,0.1,0.4,0.4,0.4,0.0,0.0,1.0,0.8,0.25287476880034454,0.8455724597745604,0.5863517838318626,1.4350287069229817,1.1127350535710963
0.4,0.6,0.9,0.3,0.3,0.2,0.1,1.0,0.2,0.1,0.3,0.4,0.3023366874861876,0.9487753214315198,0.5965057269199593,1.3608416753459418,1.2147058544202693
1.0,0.1,0.1,0.0,0.7,0.8,1.0,0.4,0.3,0.5,0.6,0.3,-1.8041114020193085,2.794652244261385,2.7759540411913552,0.4726072208824643,0.3135073645067355
0.2,0.9,0.8,0.1,0.4,1.0,0.0,0.8,0.3,0.9,0.5,0.5,-0.8290727460597439,1.8778281325765864,1.6179977597650887,2.7941030084712235,2.305441633392409
0.1,0.7,0.8,0.6,0.4,0.7,0.3,0.5,0.3,0.6,0.4,0.7,0.420161903092109,0.9430152155815967,0.816598776039102,2.5793234332360906,2.477838935139635
0.3,0.0,0.5,0.9,0.3,0.7,0.5,0.5,0.8,0.0,0.8,0.3,0.8767487098781777,0.2401670762074587,0.2411342469680614,4.771952371355789,4.637500014049435
0.6,0.9,1.0,0.3,0.2,0.7,0.0,0.3,1.0,0.0,0.3,0.6,1.2758439741612104,-0.1596197913327487,-0.36938125285036544,2.749901274554746,2.6361556341176042
0.1,0.9,0.2,0.9,0.4,0.9,0.1,0.3,0.2,0.4,0.9,0.7,0.3431509500431861,0.7551868304522619,0.5114572719545174,1.5525212419615073,1.2884594094576336
0.4,0.9,0.4,0.1,0.2,0.7,0.2,0.3,0.9,1.0,0.7,1.0,-0.6089294635183936,1.665938041162819,1.6668320631161708,2.245932727979054,1.8400153733811124
0.6,0.6,0.2,1.0,0.3,0.6,0.0,1.0,0.8,0.0,1.0,0.7,0.4963987860006967,0.5392339467181192,0.5878381983831141,6.364509578287754,6.2635702412824
0.6,0.5,0.9,0.6,0.5,0.2,0.7,0.1,0.9,0.2,0.2,0.5,1.5636451506902334,-0.4080718083450467,-0.4186425933154481,3.343494967484115,3.2768994811537984
0.6,0.4,0.2,0.2,0.1,0.0,0.9,0.0,0.2,0.8,0.3,1.0,0.21883448111132853,0.5859929498586066,0.39707029858780246,-0.8383666605333981,-0.8659128074809065
0.0,1.0,0.8,0.8,0.1,0.0,0.5,0.8,0.2,0.3,0.5,0.3,-0.46049060236557826,1.251532415669995,1.3720876102426645,2.6556361891519162,2.2833151674852648
0.8,0.6,0.4,0.6,0.3,0.6,0.2,0.6,0.5,0.5,0.9,0.4,0.15361806417606055,0.7576407447835183,0.7001434417566242,5.302412140304081,5.119083882336798
0.6,0.5,0.1,0.3,0.3,1.0,0.8,0.9,0.5,0.5,0.6,0.0,-1.1884790610501974,2.262371666018295,2.154102143341032,2.911192735990797,2.435694905392552
0.9,0.7,0.5,0.1,0.5,0.6,1.0,1.0,0.6,0.8,0.7,0.5,-0.9634504797345935,2.050332086486684,1.8403676835770222,6.240420107655064,6.140565779449442
1.0,0.3,1.0,0.2,0.9,0.9,0.3,0.2,0.5,1.0,0.4,0.1,-0.1107965840599031,1.332380402553565,0.8759429207096404,-1.7575112245888875,-1.7579994605070397
0.5,0.8,0.3,0.5,0.8,0.4,1.0,0.1,0.7,0.8,0.1,0.2,0.9693009061638072,-0.17590866648393094,-0.2701695984146968,2.249200149363948,1.8919696536552566
0.1,0.1,0.7,0.5,0.0,0.4,0.1,0.1,0.6,0.6,0.0,0.2,2.030958386352331,-0.9287228239048902,-1.1106586912691474,0.8390125928439258,0.676190288771727
0.3,0.7,0.9,0.2,0.4,0.9,0.0,0.6,0.9,0.2,0.4,0.7,-0.2683824879126901,1.26754334095615,1.1868017832894777,3.2746516125517093,2.973392294111244
0.3,0.0,0.5,0.4,0.0,0.2,0.3,0.1,0.7,1.0,0.1,0.3,0.5560100441311729,0.2938465901652726,0.4772231934513326,-0.6858351869028094,-0.8348296234246586
1.0,0.4,1.0,0.1,0.7,0.4,0.0,1.0,0.2,1.0,0.7,0.4,-0.19568335076819687,1.2021557284401816,1.2872337904577935,0.4728137276136042,0.18564027091966906
0.0,0.2,0.6,0.9,0.2,0.4,0.9,0.9,0.5,0.4,1.0,0.4,-0.029185014339457013,1.0101853397775509,0.9887294670496231,4.265092233390504,3.978178263360009
0.9,1.0,0.8,0.1,0.5,0.7,0.0,1.0,0.1,1.0,0.3,0.9,-1.182956855909023,2.020425022323442,1.8764584437843765,2.093439087348196,1.9548952131165984
0.2,0.8,0.2,0.4,0.8,0.2,0.9,0.8,0.7,1.0,0.8,0.2,-0.7689812920668881,1.9613903647497597,1.7339476310750526,2.8167655086145618,2.641922787308112
0.3,0.3,0.6,0.0,1.0,0.3,0.6,0.3,0.9,0.6,0.3,0.2,0.787934737419904,0.07236789131433864,0.1080617824066315,0.4875915057008634,0.39167732247086556
0.2,0.2,0.6,0.4,0.6,0.0,0.4,0.9,0.2,0.1,0.6,0.1,0.4735719563204702,0.3361559964998374,0.2715963796557376,1.0537446136384374,0.8882134630778943
0.7,0.5,0.6,0.1,1.0,0.6,0.6,0.6,0.6,0.2,0.5,0.2,0.7138139404114359,0.4059733371877157,0.3546709541149138,2.605404966101959,2.4501727369499036
0.2,0.3,0.2,0.9,0.3,0.8,0.5,0.4,0.5,0.1,0.5,0.8,0.2125868136502848,0.7026927747198899,0.7534447805791815,0.9236487273149876,0.72130866789906
0.2,0.9,0.9,0.5,0.6,0.4,0.0,0.8,1.0,0.5,0.5,0.5,0.5246557561621428,0.5024875498396898,0.5535654309844413,3.9618106376902396,3.628912866724193
0.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7,0.6,0.3,0.5,-0.9013011282482131,1.7631846844009689,1.7827401958159013,2.9116325573899857,2.656672938977047
0.4,0.3,0.4,0.5,1.0,0.1,0.3,0.6,0.7,0.4,0.0,0.0,0.31458286919546447,0.6538218172324155,0.37558488797371564,1.803446737341969,1.7535463208535735
0.7,1.0,0.3,0.3,0.0,0.0,0.9,0.4,0.4,0.5,0.8,0.8,-0.4755729963653327,1.4391067820361851,1.1753292585632062,1.2818917039898532,0.9371533616786778
0.0,0.1,0.5,0.9,0.9,0.6,0.1,0.4,0.0,0.4,0.7,0.7,-1.3002104675310058,2.4430889522256396,2.2451372370826577,0.09589556946225503,-0.08159391230251224
0.7,0.6,0.2,0.6,0.0,0.2,0.7,0.7,1.0,0.2,0.6,0.1,-0.6637697955368516,1.5832985680474747,1.4537405360793314,4.71006747002761,4.3869857367882314
0.3,0.7,0.0,0.5,0.4,0.5,0.5,0.3,0.8,0.0,0.1,0.5,0.09703484144465183,0.8985536277729861,0.8286732930855574,3.0598411464901645,2.781096542307119
0.4,0.1,0.5,0.0,0.6,0.8,0.8,0.6,0.3,0.4,0.4,1.0,-2.0920882016104194,3.129566984333726,3.0423674361347173,0.9912228872127959,0.7267934595452151
1.0,0.3,0.6,0.5,1.0,0.9,0.8,0.1,0.3,0.8,1.0,0.1,1.312245446801126,-0.16357202772887483,-0.20168233920928874,2.327939233762299,2.0547611728640387
0.5,0.8,0.0,0.3,0.7,0.1,0.7,0.8,0.0,0.7,0.5,1.0,-1.8919797061956265,2.946434975504264,2.9256036394007134,1.8016052597814682,1.49949962563002
0.9,0.9,0.6,0.8,0.7,0.5,0.9,0.1,0.0,0.0,0.5,0.6,0.3972287197150894,0.5589182590500925,0.45415540245734654,2.733160883065946,2.4834724367085266
0.3,0.6,0.1,0.7,0.7,1.0,0.0,0.7,0.6,0.0,0.4,0.2,-0.23171128651045747,1.15341243144857,1.122447039742743,3.707004947562356,3.571407269218438
0.7,0.5,0.2,0.8,1.0,0.5,0.6,0.6,0.4,0.1,0.5,0.4,0.12869219328867104,0.9601302421193658,1.0213413731024652,1.994534917759672,1.672737138160679
0.5,0.5,0.6,0.3,0.8,0.1,0.4,0.2,0.9,0.7,0.4,0.1,1.3596307308125883,-0.35555207976816794,-0.5793187064544362,0.8777093992149335,0.6275832653740283
0.8,0.2,0.3,0.3,0.4,0.1,1.0,0.6,0.2,0.5,0.4,1.0,-2.115320703736528,2.869178498118945,2.9753177223403817,1.673779895096258,1.4883141564152003
1.0,0.9,0.1,0.5,0.9,0.4,0.5,0.7,0.4,0.4,0.2,0.2,-1.3813364233262548,2.641776455257833,2.392164671198916,1.3334034653858646,1.1545513405450607
0.1,0.3,0.0,0.1,0.9,0.1,0.6,0.9,0.8,0.6,0.3,0.0,-0.25785516538135794,1.3371294700984442,1.1842630346149545,2.1260595121209778,2.060850443538757
0.7,1.0,0.3,1.0,1.0,0.2,0.5,0.9,0.7,0.3,0.4,0.7,0.4742227194982253,0.49027240538241124,0.31271859476188435,3.1356025287963805,2.807335532040144
0.6,0.7,0.3,0.6,0.9,0.3,0.7,0.1,0.3,1.0,0.7,0.8,-0.7545728170898545,1.7163966949852032,1.6221407127779686,-0.7049011852621861,-1.0409123628939236
0.8,0.4,0.5,0.3,0.6,0.9,0.6,0.2,0.9,0.3,0.5,0.7,-0.2576050730860584,1.0523251698204057,1.093354904856535,0.6528191349243222,0.5510814035252118
0.9,0.0,0.7,0.1,0.2,0.5,0.0,0.5,0.8,0.9,0.8,0.2,1.795136095495505,-0.6883593189160513,-0.609728417131011,3.702754724889153,3.6089749651427456
0.5,0.3,0.1,0.7,0.3,1.0,0.8,0.5,1.0,0.5,0.1,0.9,-1.167004277173279,2.192431707340331,2.058138759674192,5.464362009404585,5.372906972266764
0.7,1.0,0.2,0.1,0.0,0.1,0.0,0.1,0.1,0.6,0.8,0.8,1.4598697518561927,-0.44945757659516916,-0.5528255843574746,1.2008433343957945,0.9358210089434706
1.0,0.3,0.2,0.0,0.7,0.4,0.6,0.0,0.5,0.3,0.3,0.9,-0.1950882201035881,0.9304285955957962,0.9236810200421514,-0.7252526345210367,-0.9133238473298774
1.0,0.4,0.9,0.0,0.6,0.5,0.3,0.0,0.0,0.1,0.2,0.0,1.0477329906774466,-0.09001444269810506,-0.2207227420064003,0.8709903400327306,0.5944335733729141
0.2,0.2,0.9,0.6,0.7,0.8,0.9,1.0,0.8,0.2,0.4,0.7,-1.0309010884405037,2.1379231376557626,2.2087526516415537,4.278606251768824,4.225968336454044
0.7,0.5,0.7,0.2,0.4,0.1,0.1,0.1,0.7,0.9,0.0,0.9,1.6200710041785709,-0.5427869528545383,-0.5515742417122861,1.5839068152627183,1.479110305446997
1.0,0.0,0.2,0.1,0.4,0.6,0.0,0.6,0.6,1.0,0.2,0.8,-0.5284936645215135,1.426626833767756,1.2418934244171733,2.5092637999216314,2.3189565529965366
