X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,y1,y2,y3,y4,y5
0.8,0.8,0.6,0.2,0.8,0.7,0.2,0.1,0.5,1.0,0.4,0.4,1.0985837849408158,-0.2406136998556988,-0.40513875682072786,3.1438065005863685,3.0925019870247525
0.5,0.7,0.3,0.6,0.4,1.0,0.3,0.7,0.6,1.0,0.1,1.0,-0.3217726529629285,1.2265176116158534,1.3539000609346965,3.0346364665592924,2.8505672247569103
0.3,0.5,0.8,0.4,0.6,0.3,0.9,0.2,0.0,0.4,0.2,0.4,0.2682332092292885,0.7530495568960313,0.8111561007053738,3.0976247253383815,3.010433331651655
1.0,0.1,0.7,0.8,0.2,1.0,0.9,0.8,0.7,0.1,0.6,0.8,-3.0530429070988636,3.951519723874092,3.8499127649919886,3.574962439194634,3.467972252907748
1.0,0.5,0.9,0.9,0.9,1.0,0.3,0.0,0.0,1.0,0.2,0.8,-2.8871115995820213,3.5728827731005506,3.54357081683571,3.9192158476190526,3.4783106918080975
1.0,0.8,0.2,0.9,0.6,0.5,0.6,0.6,0.6,0.3,0.8,0.2,-2.1714139351255533,3.2530698205133226,3.129768781151289,4.353853093765094,4.328840243934131
0.1,0.4,0.8,0.1,0.6,0.9,0.5,0.1,0.2,0.4,1.0,0.7,1.1654271950186537,-0.2096213718364011,-0.45780920347011245,4.626292744700845,4.230418636137503
0.6,0.4,0.5,1.0,0.8,1.0,0.3,0.0,0.0,0.5,0.7,0.5,-1.3940716023624657,2.5166356111047072,2.424091414995787,2.521836979663572,2.314267987639956
0.0,0.8,0.6,1.0,0.5,0.1,1.0,0.7,0.4,0.3,0.6,0.1,-2.319598616891987,3.4709110804397647,3.2680133944330962,4.333026285335498,4.07836763752531
0.4,1.0,0.0,0.8,1.0,0.5,0.4,0.2,0.9,0.7,0.1,0.9,-1.4196733619978272,2.216786898678769,2.171054262349308,2.6224407606868536,2.361198073370449
0.2,0.1,0.0,0.7,0.1,0.8,0.9,0.0,0.7,0.0,0.5,1.0,-0.34446155646643817,1.4321393248816576,1.2319443520910736,1.4220160669331419,1.5103568261241969
0.2,0.5,1.0,0.1,0.3,0.3,0.1,0.8,0.6,0.8,0.1,0.5,0.10622873977762247,1.064453737621142,0.8501305432960977,2.1224571653400863,1.8327134740441855
0.7,0.0,0.9,1.0,0.1,0.5,0.9,0.2,0.0,1.0,0.0,0.4,-1.6239646013356899,2.5787436302584603,2.561442933447924,4.885233132213133,4.852015032150049
0.6,0.3,0.1,0.8,0.5,0.9,0.5,0.4,0.2,0.7,0.8,0.7,-1.014497550663657,2.130858551126265,2.02279789665017,0.8603080120777328,0.7063021287006696
0.3,1.0,0.4,0.8,0.6,0.3,0.8,0.8,0.5,0.1,0.3,0.3,0.2937490552700633,0.7137044420526127,0.6896470831912138,3.652620564183011,3.4242311834575365
0.3,0.2,0.6,0.5,0.5,0.2,0.5,0.6,0.1,0.5,0.0,0.5,-0.5575968759260027,1.4259674883299902,1.4650536484899273,2.6819745722358865,2.3390213789515184
0.4,0.8,1.0,0.3,0.7,0.5,0.9,0.4,0.5,0.2,0.6,0.0,-0.13085097605758503,0.9993931743333937,1.2275992736461288,2.4311416893377498,2.380888021866655
0.5,0.7,0.1,0.6,0.7,0.0,0.1,0.2,0.4,1.0,0.0,0.6,0.24477484580768388,0.5485924736844255,0.3172407430893792,2.3452897773094485,2.1762530500063133
0.6,0.8,0.6,0.9,0.5,0.1,0.5,0.9,0.4,0.9,0.8,0.3,-2.8761492449927553,3.743996324075713,3.637282945862777,3.1477124676835366,3.1690303962720314
0.4,0.6,0.2,1.0,0.4,0.7,0.5,0.1,0.3,0.7,0.4,0.5,0.6889084595940501,0.25823981030082965,-0.13594037969983036,0.4502930943922719,0.2735233817271101
0.1,0.2,0.3,1.0,0.6,1.0,1.0,0.1,0.2,0.9,0.6,0.0,-1.853114447887905,2.933946160234384,2.8473908051839785,4.026317968588815,3.909186824464368
0.5,0.3,0.5,0.2,1.0,0.8,0.9,1.0,0.7,1.0,0.3,0.0,-0.6218690835649855,1.8606879012802617,1.5784892898810023,3.1991433825802065,3.054773623911461
0.4,0.6,0.2,0.7,0.9,0.3,0.1,0.1,0.9,0.9,0.0,0.8,-0.3544100984670574,1.3250435806290992,1.2902849008811454,2.4661845022164797,1.9744693581124022
0.0,1.0,0.8,0.5,0.3,0.5,0.8,0.3,0.6,0.1,0.6,0.1,-0.33597877303272594,1.5047918197113739,1.257352376440422,2.521953297167976,2.155429581586543
0.2,0.1,0.2,0.6,0.6,0.1,0.3,1.0,0.3,1.0,0.2,0.3,-0.08388183590748743,1.2266967585558908,1.1579798103314325,4.140057111181677,3.7922346351303413
0.2,1.0,1.0,1.0,0.3,1.0,0.3,0.0,0.5,1.0,1.0,0.1,-1.3980504254963715,2.0725160906431026,2.223595616341104,4.814754624466458,4.802402358631789
0.2,0.1,0.6,0.2,0.1,0.3,0.6,0.3,0.9,0.0,0.4,0.2,0.7863939322882484,0.1068907249272593,-0.02526375815811628,1.8235686457041784,1.6522737392276279
0.7,0.5,0.5,0.3,0.9,0.1,0.8,1.0,0.1,0.4,0.6,0.2,-1.329208627189114,2.3864887265402728,1.94811192527777,3.5562294640068646,3.3011608155422882
0.6,0.7,0.5,1.0,0.0,0.1,0.5,0.6,0.9,0.8,0.8,0.2,-3.71302409848587,4.735208105796881,4.601146165917,4.208629856396213,3.852437956842178
0.6,0.0,0.6,1.0,0.0,0.4,0.3,0.3,0.7,0.0,0.9,0.2,-1.2164239421257637,2.392633223931463,2.2617887982650458,2.9274022453575106,2.885646243891617
0.2,1.0,0.3,0.5,0.6,0.0,0.6,0.0,0.3,0.7,0.3,0.8,0.6746708555092537,0.21455167603545414,0.19924891931390556,2.3010190406882822,2.1703737717578764
0.0,0.3,0.8,0.5,0.7,0.5,0.7,0.4,0.1,0.0,0.6,0.7,-0.5475883102786412,1.4846051860007574,1.3816269941697923,2.7424717781077264,2.494823408814414
0.7,0.8,0.4,0.9,0.2,0.7,0.5,0.9,1.0,0.3,0.6,0.4,-0.8341598406072135,1.7019561895131243,1.6871428751384498,1.622056735229708,1.4768892775049622
0.0,0.6,1.0,1.0,0.1,0.8,0.5,0.1,0.0,0.5,0.0,0.9,-2.112515618936644,3.3064154420252496,3.2258980252526115,2.130269827763794,2.0383075671963753
0.8,0.2,0.6,0.9,0.9,0.8,0.2,0.4,0.1,0.1,0.2,0.2,-0.13908110839316634,0.7878399006597582,0.8843934733485463,2.904769725797426,2.7772507055744757
0.6,0.7,0.9,0.8,0.3,0.9,0.4,0.8,0.4,0.0,0.0,0.4,1.159051754782782,-0.36032382383741135,-0.42541651460174346,1.8156994754779066,1.693351666448378
0.7,0.5,0.9,0.2,1.0,0.9,0.6,0.0,0.3,0.6,0.8,0.2,1.05520168951199,0.011915716602583726,-0.11113058578616576,2.7597119770922136,2.733209306062425
