X1,X2,X3,X4,X5,X6,X7,X8,X9,y1,y2,y3,y4,y5
0.5,0.0,0.3,0.3,0.7,0.9,0.3,0.5,0.2,-0.34252551918422186,1.4131541047159204,1.3346674804674006,-1.1953061446861206,-1.3319536052728602
0.4,0.7,0.6,0.8,0.8,1.0,0.1,0.6,0.7,0.534980917889919,0.4293023618448377,0.17393687567061836,2.574006088037788,2.4559501456702484
0.7,0.8,0.1,0.5,0.9,0.8,0.9,0.4,0.3,-0.4406311036484558,1.41323782219494,1.2977292012514832,-0.3814964712389611,-0.2656891288783115
0.0,0.3,0.5,0.0,0.2,0.3,0.8,0.1,0.3,0.48666965292247755,0.39206588602864473,0.31090526821426606,-0.43030490355482476,-0.40498818923327984
0.3,0.3,0.7,0.0,0.1,0.9,0.9,0.0,1.0,-0.9224847401324997,1.7594724774469064,1.6006605027023162,1.690886496906107,1.4195181650961193
0.4,0.7,0.3,0.2,0.7,0.2,0.0,0.0,0.4,0.2083649105653892,0.9542815626809021,0.9372783508751401,-1.4786373483743698,-1.5619400123193057
0.5,0.5,0.6,0.8,0.4,0.1,0.4,0.9,1.0,1.3180986206612357,-0.46388485092542664,-0.3978201253364729,3.7092055499155636,3.337294527444085
1.0,0.8,0.1,0.1,0.7,0.9,0.9,0.3,0.6,-1.2272627987405655,2.0574227134277816,2.048698845005811,1.085925903006177,0.6963821444151781
0.7,0.2,0.0,0.3,0.5,0.9,1.0,0.4,0.4,-1.6873664458682134,2.7248544885887345,2.5746070064140976,0.7858881710005172,0.5148950026008756
0.6,0.4,0.4,0.3,0.4,0.4,0.8,0.4,0.3,-0.19487802004076604,1.4053045343247526,1.2890456820041596,-0.5654198570665242,-0.7580540240143078
1.0,0.7,0.5,0.5,0.0,0.1,0.5,0.9,0.3,1.1556120793216051,-0.2857840242864005,-0.29590583309643476,1.3628749173012538,0.9452207992001869
0.0,0.5,0.0,0.1,0.2,0.4,0.2,0.0,0.3,0.7075346520708015,0.162982345291646,0.004877330406534264,-2.40124487372592,-2.7501651301389445
0.2,1.0,0.0,0.7,0.5,0.9,0.0,1.0,0.2,-0.16265918332521298,1.1814762807158787,1.2041746428898528,2.1865771618380045,2.005634277862151
1.0,0.7,0.2,0.9,0.2,0.3,0.3,0.2,0.3,1.5056129262880515,-0.5122515174356269,-0.6186738190716541,0.6561907532416934,0.3130825258835513
0.4,0.1,0.2,0.9,1.0,0.1,0.4,1.0,0.6,1.8508077435528318,-0.8276789058691193,-0.8546943021836377,2.3014268799023445,2.214491020477962
0.8,0.2,0.3,0.0,0.0,0.6,0.0,0.6,0.3,0.39917053199755076,0.47299702561820306,0.42656123783500005,0.11448487204396458,-0.29362984681063264
1.0,0.3,0.8,0.8,0.8,0.2,0.3,0.2,0.0,-0.07847088180594085,1.1036400061986407,0.8671654254888108,2.0868284791922007,1.9680155938741692
0.8,0.8,0.3,0.8,1.0,0.2,0.8,0.4,0.3,0.2022599988098182,1.0257210735794595,0.8149179106652424,1.245634878507201,1.0951669975349194
0.0,0.4,0.3,0.6,0.9,0.8,0.0,0.8,0.5,-0.9034710771457912,2.0770483994590645,1.790619124243569,0.039945842512210034,-0.05031932455005525
0.9,0.0,0.9,0.6,0.5,0.3,0.1,0.8,0.0,-0.7208579067391311,1.704646846732892,1.5109695692322027,1.3609982611215778,1.2683391103299488
0.4,0.9,0.6,0.5,0.7,0.8,0.8,0.9,0.2,-0.7663088348286651,1.8152437842324636,1.8556831892051673,2.18635589045796,1.8589609278701231
0.8,0.6,0.6,0.9,0.1,0.6,0.8,0.8,0.3,-0.24420398944115954,1.3042792845855051,1.2265083651350133,2.558631816315666,2.495114362842949
0.2,0.3,1.0,0.6,0.3,0.6,0.5,0.7,0.0,-0.38376712934860746,1.2111124707712189,1.2601715998151455,2.8561268384929868,2.637614711871263
0.8,0.4,1.0,0.6,0.5,0.8,0.2,0.3,0.9,-0.8287567695344064,1.989442040215477,1.9742554944556585,2.123240679786253,1.7983105069401306
0.7,0.5,0.3,0.4,0.5,0.3,0.3,0.7,0.9,-0.19989427101811036,1.2171607397544493,1.0680823632110963,1.1920082842597948,1.2781815543903514
0.9,0.9,0.7,0.3,1.0,0.2,0.3,0.9,1.0,0.30214084874077163,0.6101126881585474,0.7395999308826915,3.2398325472111256,2.8921788306644634
0.7,0.7,0.5,0.1,0.2,0.2,0.8,0.1,0.5,0.7001975715002061,0.44427458470555276,0.31145400281306557,0.45384157825737925,0.06404834124186676
0.8,0.4,0.0,0.2,0.5,0.5,0.0,0.8,0.1,-1.5934106078711352,2.5557810939440686,2.4027362636408203,0.018019623690495805,-0.07620506836697777
0.1,0.0,0.3,0.8,0.8,0.4,0.4,0.0,0.9,-0.5956209261314589,1.3761334384671677,1.383167790031402,1.0176037643218108,0.8549730010196337
0.3,0.7,0.3,0.2,0.1,0.1,0.2,0.1,0.4,0.6183918423115053,0.22786831667904142,0.0712460872238911,-0.8874100294988433,-1.1847186305975717
0.2,0.5,0.5,0.5,0.2,0.5,0.7,0.7,0.6,0.3256372287810083,0.7568008182508137,0.5006625595344856,1.9642810017720571,1.9355053894563574
0.1,0.6,0.7,0.2,0.3,0.1,0.9,0.5,0.9,0.6344724299461557,0.2992272035543227,0.1143071644456064,1.7139110516675866,1.7223190881920316
0.9,0.2,0.0,0.9,0.1,0.9,1.0,0.0,0.6,-0.5602698864995003,1.6545162431598173,1.5913318397663512,2.7808122947343996,2.338031268803264
0.0,1.0,0.4,0.8,0.4,0.3,0.3,0.8,0.8,0.2750660444956773,1.0719143205199282,0.6752061616632029,3.851239280933311,3.645578414836463
0.7,0.0,0.3,0.8,0.7,0.7,1.0,0.1,0.8,0.11456169414570638,1.1316872450255735,1.065795290344743,2.5100385361966793,2.6096864413388134
0.4,0.7,0.0,0.4,0.9,0.0,1.0,0.6,0.4,0.6133927248149638,0.2595316327874399,0.4747071843560712,0.31187222099288125,0.2998773247399632
0.2,0.4,0.6,0.3,1.0,0.3,0.7,0.8,0.5,-1.3078272908017519,2.228635139236535,2.1935795019549,0.1843619601181468,-0.13988547490824207
0.0,0.8,0.5,0.4,0.7,1.0,1.0,0.4,0.1,-1.7289868830187245,2.644315170047082,2.7140027240033167,0.689380044283829,0.6285403802788682
0.3,0.3,0.9,0.2,0.5,0.2,0.3,0.5,1.0,0.9358696213440915,0.3019229032447513,-0.1932085723339999,2.3078142125816186,1.950164570569466
0.7,0.2,0.7,0.1,0.6,1.0,0.5,0.0,0.0,-1.729790797623569,2.76642731220608,2.7545701790868065,1.1453856979252572,0.7700207294799829
1.0,0.3,1.0,0.1,1.0,0.9,0.9,0.6,0.6,-0.2559702517294366,1.3450474661112328,1.1017191234200747,2.436373029122246,2.2799424931925323
0.7,0.8,0.8,0.7,0.0,0.8,0.6,0.8,0.9,-1.8356936615382329,2.575577622174997,2.64564616794156,3.3434722809642095,2.9053029684116205
0.8,0.3,0.6,0.1,0.7,0.4,0.9,0.2,0.0,-1.4410738587023086,2.4536439689778002,2.373022885325612,0.6819442189036269,0.3928287666747052
